工单编号,故障发生时间,涉及基站eNBID或小区ECGI,故障原因定位（大类）
15764,2019/3/23 0:03,4F64CDE9E8470AE6345C77A66B84A8D0,电力故障
15765,2019/3/23 0:04,B23A7D44E2AD1962FE4CE69761D19D22,传输故障
15766,2019/3/23 0:08,A6DACC1A98185752B08B559FBD39D493,电力故障
15767,2019/3/23 0:08,0F994B509413A95E3628811CB8A58E86,传输故障
15768,2019/3/23 0:16,0F994B509413A95E3628811CB8A58E86,传输故障
15769,2019/3/23 0:22,D9D943414A8DB665430811029FBAC3DE,电力故障
15770,2019/3/23 0:22,BDFAAF55D7B521C8D96304D2DFB9F879,电力故障
15771,2019/3/23 0:26,63E841463D7F99A550968C0911D6AD76,电力故障
15772,2019/3/23 0:26,929C2ECD7842F4BBA244A6F3358EEFFD,电力故障
15773,2019/3/23 0:28,87B65E9A4E6EA946063F121CF564A127,电力故障
15774,2019/3/23 0:30,7A7C58036ECA04044579FD8DCC40A15A,传输故障
15775,2019/3/23 0:31,5AAC6D7FAD6E7D136D9518745C89E0D3,硬件故障
15776,2019/3/23 0:31,5AAC6D7FAD6E7D136D9518745C89E0D3,硬件故障
15777,2019/3/23 0:31,BE9EE4F85F1D755D8D99D71FBDE0CEF2,硬件故障
15778,2019/3/23 0:41,BE220420F2ACA282BEC465D1BBD5210C,电力故障
15779,2019/3/23 0:44,AF2EAEAB3715A4991A8D977DB85DF3DC,电力故障
15780,2019/3/23 0:44,C7969981693711998402D5E07D35CB20,电力故障
15781,2019/3/23 0:44,549358108E568EABAF3C6B2CB33DEEAB,电力故障
15782,2019/3/23 0:44,30071D08787C4F838F93C681861F9CF2,电力故障
15783,2019/3/23 0:44,071739D7615EEBC945FC89D16365A6B6,电力故障
15784,2019/3/23 0:44,352FC2660885B11805A641BD1724EB50,电力故障
15785,2019/3/23 0:48,9D2139A691DB359143A46F6FDF22D06C,电力故障
15786,2019/3/23 0:48,948B39CC439C2D0295CF66AAB52C1756,电力故障
15787,2019/3/23 0:52,AD693E5738DB12F1DCD0E41E2CE78833,电力故障
15788,2019/3/23 1:12,8F06B5520FE903F566E7487ACE22CFE3,电力故障
15789,2019/3/23 1:30,9C9D331A369C35C14126764D2EBCE9C9,电力故障
15790,2019/3/23 1:31,E7C37495E864E3CEB9D95B6A12371DEC,电力故障
15791,2019/3/23 1:38,586B74F8961B942486A6A71F2BBD16CA,硬件故障
15792,2019/3/23 1:55,0BF3DDE01D5C743BB656EFCF39CE086C,电力故障
15793,2019/3/23 1:59,21F583E5A71EF5DA35E5EE1CE65271BC,电力故障
15794,2019/3/23 1:59,3B80F6D1DE8374BE40EA1D95ADCD4353,电力故障
15795,2019/3/23 1:59,4330A879406F53BF5AEA869121DCB5E2,电力故障
15796,2019/3/23 1:59,3EB7F06ADCB8D258531611F981A9BAFE,电力故障
15797,2019/3/23 2:00,2F187395AA4CA1C2B10A731CCC360A04,电力故障
15798,2019/3/23 2:08,CDC6E05F435C54641CDC68791517E9D2,电力故障
15799,2019/3/23 2:34,55637E29C76DD725551193A673708C99,电力故障
15800,2019/3/23 2:35,35A750ED4669995ADDC5AF5A6C814392,电力故障
15801,2019/3/23 2:35,0916EAA5DFA938037C4BBA745A384973,电力故障
15802,2019/3/23 2:37,17D6C4C69A34D75D72772538E5C9D907,电力故障
15803,2019/3/23 2:39,E6D00DA0D5DB0951FEFB42D11281F18B,电力故障
15804,2019/3/23 2:40,35C08C4BF06676805B56BA5BF42FC344,电力故障
15805,2019/3/23 2:40,96D96EAD35541A6DDE677DC3A9545440,电力故障
15806,2019/3/23 3:14,A2580C244DC964C00C3C5E49F187BF97,电力故障
15807,2019/3/23 3:32,A6DACC1A98185752B08B559FBD39D493,电力故障
15808,2019/3/23 3:32,A6DACC1A98185752B08B559FBD39D493,硬件故障
15809,2019/3/23 3:40,08A11B70C87AAD6E5C5A44A53FB9DED6,电力故障
15810,2019/3/23 3:59,B22B89CE070CE006B9FB088C2C74A70C,硬件故障
15811,2019/3/23 4:19,7C5968BB263180BCF0254F0AC677DFCA,电力故障
15812,2019/3/23 4:19,B6FE4ABB0C810D84E2905A06533819F2,电力故障
15813,2019/3/23 4:19,A5C54AAB773317839BBC3ABDB1DA5646,电力故障
15814,2019/3/23 4:19,2165E161F2B0585420A493FC871DEF44,电力故障
15815,2019/3/23 4:20,3FDD7B8D6463CF1C9D3BC498228A8910,电力故障
15816,2019/3/23 4:20,A5ACB45C7D8B5C86B327FEE3C0243499,电力故障
15817,2019/3/23 4:20,7C5968BB263180BCF0254F0AC677DFCA,电力故障
15818,2019/3/23 4:26,46003E1AB7E71C91C2940B33E2781B9A,电力故障
15819,2019/3/23 4:27,6EAF5D722DA113863C7826BE2661D862,电力故障
15820,2019/3/23 4:27,54B1948985D745ECF5A9CF1232FF0B2A,电力故障
15821,2019/3/23 4:27,9C9D331A369C35C14126764D2EBCE9C9,电力故障
15822,2019/3/23 4:28,2935EA89CAB44D2533EF4BBA9BE0DEBC,电力故障
15823,2019/3/23 4:48,5055E1D16DB9083F101B1906880C860D,硬件故障
15824,2019/3/23 4:51,5055E1D16DB9083F101B1906880C860D,硬件故障
15825,2019/3/23 4:55,1ADC9CD5FC92FFFA213F834B80A8299E,电力故障
15826,2019/3/23 5:11,CEE9462AB57903EF1B878ED4BF959C16,电力故障
15827,2019/3/23 5:22,3FD62790D5C3C03A991CA44787FAF3F9,电力故障
15828,2019/3/23 5:31,5055E1D16DB9083F101B1906880C860D,电力故障
15829,2019/3/23 5:34,1AD5DB9DC60DCBEE5891EEC18DA3E9F5,电力故障
15830,2019/3/23 5:47,38DFF098140F35854D273AEC99445DDD,电力故障
15831,2019/3/23 5:48,3BAB850A8D2C0D0136F44D3F512E9E71,硬件故障
15832,2019/3/23 5:54,29564FF7708F01E08DEEB0395A0A7158,硬件故障
15833,2019/3/23 6:05,DA3CC3C07F76E1550B5547E270D1E81E,电力故障
15834,2019/3/23 6:10,70C6E62596014491A145B1D8062A9FCE,电力故障
15835,2019/3/23 6:11,A94E2A88367D93529DFA71596D6CD883,硬件故障
15836,2019/3/23 6:12,8E731BE6CDFCDA0B60A37D5927A40969,硬件故障
15837,2019/3/23 6:14,B8366824EFE35A61100716791323CA45,电力故障
15838,2019/3/23 6:14,A94E2A88367D93529DFA71596D6CD883,传输故障
15839,2019/3/23 6:25,3BAB850A8D2C0D0136F44D3F512E9E71,电力故障
15840,2019/3/23 6:36,30AC380A5EC380B9100EBACB8F5D1824,电力故障
15841,2019/3/23 6:36,FA6386F0CC423C31B04FFBA8CF9DE160,电力故障
15842,2019/3/23 6:43,3CD4B03F5F44E06F4348AA2A218E9E0B,电力故障
15843,2019/3/23 6:43,B33D07F8289508FE9735C1035114E7A1,电力故障
15844,2019/3/23 6:43,B33D07F8289508FE9735C1035114E7A1,电力故障
15845,2019/3/23 6:45,90AAFB296D6B99902D1AC9C844BDA076,电力故障
15846,2019/3/23 6:47,A5B2F00AA97760EE5569EC5359BAA225,电力故障
15847,2019/3/23 6:49,84E3A13A493BF204FF6F4755DCD28C91,硬件故障
15848,2019/3/23 6:50,3BAB850A8D2C0D0136F44D3F512E9E71,硬件故障
15849,2019/3/23 7:02,320AA1965859FDAB97533BD2B014D025,电力故障
15850,2019/3/23 7:02,1EC39694AC81B0957F638F57A24E4693,电力故障
15851,2019/3/23 7:02,D685A5C0EE2C9C464F3C1FA5F221D8BE,电力故障
15852,2019/3/23 7:02,9FBE0DDD8DA312DF2E2E07CB7BA33579,电力故障
15853,2019/3/23 7:03,FE818D358AE9E275B7B667806EA4DD99,软件故障
15854,2019/3/23 7:05,E2D46B595CE57FB3DA5BCE0689356A9D,传输故障
15855,2019/3/23 7:07,C588C42B30FFA2D45786A0688FABE95D,电力故障
15856,2019/3/23 7:14,B5DF2640DF710F598E40E970BB2411A6,电力故障
15857,2019/3/23 7:14,56D99426570F349BF4906A4E6353AC2B,电力故障
15858,2019/3/23 7:16,5D322940AA8A64628D38EC89A70842AF,电力故障
15859,2019/3/23 7:19,A94E2A88367D93529DFA71596D6CD883,硬件故障
15860,2019/3/23 7:23,C664F23031652545DA3BD334E9099CD7,传输故障
15861,2019/3/23 7:25,F7F9EC387897C10F1E19C662B54F720B,电力故障
15862,2019/3/23 7:25,863ADB3DDFD00E91A0AFAC20F68D4FEB,电力故障
15863,2019/3/23 7:26,90A3782072D303ED3BC82027F5BAD938,电力故障
15864,2019/3/23 7:26,54BE6424A30ED70F4F829487D12700C5,电力故障
15865,2019/3/23 7:27,1E36BCB9938B1D1A3DFFCA0C84A44F74,电力故障
15866,2019/3/23 7:28,A94E2A88367D93529DFA71596D6CD883,硬件故障
15867,2019/3/23 7:28,AF167C70D2B894A4B43737C91CE3AF3E,电力故障
15868,2019/3/23 7:30,58477A83B54C3155C23B02F84C8B5CA0,电力故障
15869,2019/3/23 7:34,46003E1AB7E71C91C2940B33E2781B9A,电力故障
15870,2019/3/23 7:34,5ADA65516740077408EABB90A038C530,电力故障
15871,2019/3/23 7:37,DE6ECFBA3D07A6529FE6BB1B16CFB449,电力故障
15872,2019/3/23 7:39,D83CE3D6007A15D5337FE54FD278AD23,电力故障
15873,2019/3/23 7:39,2CEB79B6C3FDF696753C3B572FDADD2C,电力故障
15874,2019/3/23 7:39,F77D5B442FC16402350E724410C82D26,电力故障
15875,2019/3/23 7:39,2CEB79B6C3FDF696753C3B572FDADD2C,电力故障
15876,2019/3/23 7:40,7C8559C5FB4B471288A0DEE94DB62FCD,软件故障
15877,2019/3/23 7:41,7065A40DA8BBD6490FC4E4AB8F656AB2,电力故障
15878,2019/3/23 7:41,0A29E8A8293DD39C0F63D8FD449C9A10,电力故障
15879,2019/3/23 7:43,65ADECFE2FE93FCBA0E3CD7B04E0929D,硬件故障
15880,2019/3/23 7:44,2015CBD1666E00FB4B529E84BC27E637,电力故障
15881,2019/3/23 7:44,1FF080076C155C9D6483FE4482FB3BEA,电力故障
15882,2019/3/23 7:44,38E826CEDAF67861EFAAC7F339D83950,电力故障
15883,2019/3/23 7:44,35F1C21152F5C1FF542BB904679D6699,电力故障
15884,2019/3/23 7:44,1FF080076C155C9D6483FE4482FB3BEA,电力故障
15885,2019/3/23 7:45,3DF282019B6DE946B8B6E1861DFD9744,电力故障
15886,2019/3/23 7:45,1816FD907E94D5D6E71CCCB176CEB18B,电力故障
15887,2019/3/23 7:45,06CCBC25E95A79596ACFC653CB06A3AA,电力故障
15888,2019/3/23 7:45,E9222A6E729B96E71E095DCAE4CCB422,电力故障
15889,2019/3/23 7:45,1E36BCB9938B1D1A3DFFCA0C84A44F74,电力故障
15890,2019/3/23 7:50,E9D3B96D36368E2F21BF2FDCF1CFF1C0,电力故障
15891,2019/3/23 7:50,DB280126F3DAEC4D0DD6E44EEE821C98,电力故障
15892,2019/3/23 7:57,120C87A198237B1EBB43B257B03F28CB,传输故障
15893,2019/3/23 8:02,01D3890ED16055FF4CDF4D2561186EEE,电力故障
15894,2019/3/23 8:03,A6DACC1A98185752B08B559FBD39D493,电力故障
15895,2019/3/23 8:03,CA6EF3FB14CE16BC39F6B4A60746D576,硬件故障
15896,2019/3/23 8:03,CA6EF3FB14CE16BC39F6B4A60746D576,电力故障
15897,2019/3/23 8:09,00A8D0835EFC530766055B5BC509D361,电力故障
15898,2019/3/23 8:09,3DF282019B6DE946B8B6E1861DFD9744,电力故障
15899,2019/3/23 8:09,EE9A33FA60F26ABAE8866E91FB677AF7,电力故障
15900,2019/3/23 8:09,1B7FFF5D32D242AA6AADF384CAA4F255,电力故障
15901,2019/3/23 8:13,6A625667DA7EC6EB64F9D184655EA9FF,硬件故障
15902,2019/3/23 8:16,3F3F7DFC2F5A5F87EFF39087BBE098C4,电力故障
15903,2019/3/23 8:16,B5564FCDE57401B67AA93404D3815324,传输故障
15904,2019/3/23 8:16,4B5FD2D29E819080DF741BF26BAE338C,电力故障
15905,2019/3/23 8:16,B2F28E5185B5C0D3E610AC1252A3C052,电力故障
15906,2019/3/23 8:17,53D32FC9564547A8480686870194FC31,电力故障
15907,2019/3/23 8:17,E55DCD674BFBF5BAEA7B911FDE2AF524,电力故障
15908,2019/3/23 8:17,9BF38F1E7A649B868F192027D88E5183,电力故障
15909,2019/3/23 8:17,27FC660F5CD0545538BB2FC495FC0600,传输故障
15910,2019/3/23 8:17,CCA0D9CB56B22D1CCD8B80DAADCDC1BA,电力故障
15911,2019/3/23 8:17,40B3DD8C4E898182CAA33F40FC03EABF,传输故障
15912,2019/3/23 8:17,E9AE2AB18335106BBE12A377E99F665A,电力故障
15913,2019/3/23 8:22,0C444C398D10A21597D2B9449F7F5578,电力故障
15914,2019/3/23 8:22,0C444C398D10A21597D2B9449F7F5578,电力故障
15915,2019/3/23 8:23,EDEEF3705F7ADEE0C156788564AA6C6D,电力故障
15916,2019/3/23 8:27,0DA9A5526151B847BC4C9ECB7E2D3D0A,电力故障
15917,2019/3/23 8:28,4031E0C3B01D0041C2CF44D259647DEA,电力故障
15918,2019/3/23 8:28,FC3A00414D22D09FEEB7C2896FE1B74A,电力故障
15919,2019/3/23 8:30,63666FC71CB5BFFACB8216E73C1F9DC9,硬件故障
15920,2019/3/23 8:31,72E2C858BA905772A9AC634DB652F59C,电力故障
15921,2019/3/23 8:31,94AA021FE793035CA80DD8C424424B59,电力故障
15922,2019/3/23 8:32,A5FA31BF71B228DC4F5707E2F79A3B78,电力故障
15923,2019/3/23 8:33,A5FA31BF71B228DC4F5707E2F79A3B78,电力故障
15924,2019/3/23 8:33,2FF145FC66BE7379F7F771BAC54E9D9F,电力故障
15925,2019/3/23 8:37,8B61C704927FAD3A72056B016BFD3B8C,电力故障
15926,2019/3/23 8:37,E22F3773977FDE94AC136991BE66F504,电力故障
15927,2019/3/23 8:38,99873FBE93A74ED5926D62240C2E0AD9,电力故障
15928,2019/3/23 8:40,02D6F50D06B2AB3A096831CAC344682F,电力故障
15929,2019/3/23 8:40,0F09DDAF29B5E613499EE38EF54A6E94,电力故障
15930,2019/3/23 8:40,E428E66CF2E451E72AC8D5C47FEF9B15,电力故障
15931,2019/3/23 8:43,B22B89CE070CE006B9FB088C2C74A70C,电力故障
15932,2019/3/23 8:43,1EC39694AC81B0957F638F57A24E4693,电力故障
15933,2019/3/23 8:44,94F2AB476B0E199E4B148C267F62817A,电力故障
15934,2019/3/23 8:47,96723D360829851EC7F31E6F53B47BDD,硬件故障
15935,2019/3/23 8:47,36EE15BEBD030936FA1D86492C808425,软件故障
15936,2019/3/23 8:48,681006D5B1A50D8AE91FC2F0A58517C7,电力故障
15937,2019/3/23 8:49,681006D5B1A50D8AE91FC2F0A58517C7,硬件故障
15938,2019/3/23 8:49,7649A4CE3F5C3D69225595A7998DEECF,电力故障
15939,2019/3/23 8:53,B5DF2640DF710F598E40E970BB2411A6,硬件故障
15940,2019/3/23 8:54,89E1368373FD13B12EFCC4091CE87EBC,硬件故障
15941,2019/3/23 8:54,62B460B57D7D812866A143CA61DB6882,电力故障
15942,2019/3/23 8:56,19C1CAAC16B2178E3FB776DE439552D2,电力故障
15943,2019/3/23 8:56,19C1CAAC16B2178E3FB776DE439552D2,电力故障
15944,2019/3/23 8:59,6FCE43B356CF9A5592D5D1672382082F,电力故障
15945,2019/3/23 9:00,64D28FCD86CDE27781CBA053DA1C1115,传输故障
15946,2019/3/23 9:03,08905C110120CF563E91327818596EA5,电力故障
15947,2019/3/23 9:03,0C17AE7931445B90404A15EE2C9D0576,软件故障
15948,2019/3/23 9:06,8C67EFF158C529FA215F022BA907BE64,电力故障
15949,2019/3/23 9:06,A29D7D0D71C3F192725CC8D9D5EDEE4C,电力故障
15950,2019/3/23 9:07,CCD2936E932C09AAB0E4E13FD5562D1F,传输故障
15951,2019/3/23 9:09,0FCA233EE13264EA4004B725E1F1929B,电力故障
15952,2019/3/23 9:10,0FCA233EE13264EA4004B725E1F1929B,电力故障
15953,2019/3/23 9:13,A54C5E6D761537A5E091B1D8B75D1136,硬件故障
15954,2019/3/23 9:14,45D5673A59BC6E7DCDDB19DAA709BB04,电力故障
15955,2019/3/23 9:14,45D5673A59BC6E7DCDDB19DAA709BB04,电力故障
15956,2019/3/23 9:19,56E900C7B3B723EB0BD0753E1C8A3CC7,电力故障
15957,2019/3/23 9:19,668F11EA7C9106C102A7CC3952885254,电力故障
15958,2019/3/23 9:20,56E900C7B3B723EB0BD0753E1C8A3CC7,电力故障
15959,2019/3/23 9:20,668F11EA7C9106C102A7CC3952885254,电力故障
15960,2019/3/23 9:24,A94E2A88367D93529DFA71596D6CD883,电力故障
15961,2019/3/23 9:24,3BAB850A8D2C0D0136F44D3F512E9E71,电力故障
15962,2019/3/23 9:25,CDAAE71F47D6CB57DDA51F33F49C0370,硬件故障
15963,2019/3/23 9:31,9A82E0DE0164DFE1BD008F124AB452D2,电力故障
15964,2019/3/23 9:31,726BE5A1D30EEDF3DF509F6D37926A12,电力故障
15965,2019/3/23 9:31,9A82E0DE0164DFE1BD008F124AB452D2,电力故障
15966,2019/3/23 9:32,41A6EB76156B8B812189C75B2AAB04FA,电力故障
15967,2019/3/23 9:36,0DEC3A739E8291191C9D2F8A3E2EB851,电力故障
15968,2019/3/23 9:38,E0B979701B02DD56E47F5932B77A8D3B,电力故障
15969,2019/3/23 9:38,2FF145FC66BE7379F7F771BAC54E9D9F,电力故障
15970,2019/3/23 9:55,776B6D3CC8B28F25D3D496F3C7AEF0CB,电力故障
15971,2019/3/23 9:55,776B6D3CC8B28F25D3D496F3C7AEF0CB,电力故障
15972,2019/3/23 9:55,C3A3CE3E4751E0B3DB8E888CB9831D3E,硬件故障
15973,2019/3/23 9:55,DABF1923909DBE35FB4AA6A14EC70FE7,电力故障
15974,2019/3/23 9:56,ACA8D6E9A74441FE928C6E03F5D17E81,软件故障
15975,2019/3/23 9:56,4AD751B06E83649FE0F5B7A90357EBE5,硬件故障
15976,2019/3/23 9:56,D84095024AA0E89E0E86FDFBEE30E36B,电力故障
15977,2019/3/23 9:56,7983C3DBFD7409FF9DF7CB56133C7123,软件故障
15978,2019/3/23 9:57,6336EAE9EEADF5BF3831E12C7A6514A7,电力故障
15979,2019/3/23 9:57,A989218A49BFC8B6B3950D914C39CFE9,电力故障
15980,2019/3/23 10:01,43C1C4BA9C60C4368A5D8501DE2F9B4E,电力故障
15981,2019/3/23 10:04,9896D4EF9761F2E6D1AC1D30EA48C212,传输故障
15982,2019/3/23 10:06,199038352C1A4050AEED9B198F52E44C,电力故障
15983,2019/3/23 10:07,B06D0AC2E549B39E0292919575784B2A,电力故障
15984,2019/3/23 10:07,B06D0AC2E549B39E0292919575784B2A,电力故障
15985,2019/3/23 10:09,1BFC6E8E1F78EEED81AD6ABF206D3CE8,传输故障
15986,2019/3/23 10:14,DF3EE6E26EF1D3DD75D623646A9710AD,电力故障
15987,2019/3/23 10:15,46003E1AB7E71C91C2940B33E2781B9A,电力故障
15988,2019/3/23 10:18,47B442FA0CF71350033F9B0B411690AC,传输故障
15989,2019/3/23 10:18,47B442FA0CF71350033F9B0B411690AC,传输故障
15990,2019/3/23 10:19,5568F36E264E2EA4B7DEA21858ED597A,电力故障
15991,2019/3/23 10:25,95CB064A47FC86CC7A7B6A2C2174BC1D,电力故障
15992,2019/3/23 10:25,95CB064A47FC86CC7A7B6A2C2174BC1D,电力故障
15993,2019/3/23 10:29,DF3EE6E26EF1D3DD75D623646A9710AD,电力故障
15994,2019/3/23 10:31,C3198143B8B2C1854845A49034E77595,电力故障
15995,2019/3/23 10:35,EFDBDE54584AC20F6B7A678DC09347AD,传输故障
15996,2019/3/23 10:35,EFDBDE54584AC20F6B7A678DC09347AD,电力故障
15997,2019/3/23 10:37,957007E395D47CDF453F1CFEE31BE556,电力故障
15998,2019/3/23 10:37,D827B1A6EA82AEEA5E66C1F2EBCB2580,电力故障
15999,2019/3/23 10:43,CC4D3B51A74989B2D74DBEF5397C57EC,硬件故障
16000,2019/3/23 10:48,0EEF846F35A14BE624A95775A9E96FED,电力故障
16001,2019/3/23 10:51,2DA3B2BD8B424B3476FFF7B88B3E9FAB,电力故障
16002,2019/3/23 10:54,1045E7D6484A68C15F36F118A5B01A39,电力故障
16003,2019/3/23 10:56,1E27DEBB4E70FAF9BC0B530101C9F408,电力故障
16004,2019/3/23 10:58,1AC32F15B014B2FC66E077F0AF154904,电力故障
16005,2019/3/23 11:00,C9239E16939DCE5B6BF68A22BAD761E2,电力故障
16006,2019/3/23 11:06,6423D17CEFBA1FDE18EE82133911E378,电力故障
16007,2019/3/23 11:13,13E86F0147DC9993DE33C21AD89CE6D3,硬件故障
16008,2019/3/23 11:14,9C9D331A369C35C14126764D2EBCE9C9,电力故障
16009,2019/3/23 11:22,CB7C35F0A37CE0438F62DD62A4604466,电力故障
16010,2019/3/23 11:26,A5B2F00AA97760EE5569EC5359BAA225,电力故障
16011,2019/3/23 11:35,94BFB1C5E328871BBE2E6F1B3CE4C384,电力故障
16012,2019/3/23 11:37,B3E6EE90B78807ADE0B2485DEFA2B343,电力故障
16013,2019/3/23 11:38,E2D46B595CE57FB3DA5BCE0689356A9D,传输故障
16014,2019/3/23 11:42,2D0DF63BB84C98CC00F1583C69E49E1E,电力故障
16015,2019/3/23 11:45,2B4929DC1B67B29B0EED9BD187523AA5,电力故障
16016,2019/3/23 11:47,3A585C37E301B0A6B4D370AC3A06A56D,电力故障
16017,2019/3/23 11:52,5D12B954D6D2A6E742C0D3E4D856C65F,电力故障
16018,2019/3/23 11:52,5D12B954D6D2A6E742C0D3E4D856C65F,电力故障
16019,2019/3/23 11:54,1FDE7EE8493B10EF0BA658ED7C70E832,电力故障
16020,2019/3/23 11:54,8E731BE6CDFCDA0B60A37D5927A40969,电力故障
16021,2019/3/23 11:54,8E731BE6CDFCDA0B60A37D5927A40969,电力故障
16022,2019/3/23 11:55,1FDE7EE8493B10EF0BA658ED7C70E832,电力故障
16023,2019/3/23 11:56,776B6D3CC8B28F25D3D496F3C7AEF0CB,电力故障
16024,2019/3/23 11:56,2854BDD1EEAA522DD80C042881CB02C8,电力故障
16025,2019/3/23 11:56,62201CF1DC3BA0C34AF3694AA8810A16,电力故障
16026,2019/3/23 11:56,C90A4E6366FD5058FA22F4B83E32EDB4,电力故障
16027,2019/3/23 11:57,1FDE7EE8493B10EF0BA658ED7C70E832,电力故障
16028,2019/3/23 11:58,735BBC754D106FD7D056BAE2A7662C83,电力故障
16029,2019/3/23 11:59,735BBC754D106FD7D056BAE2A7662C83,电力故障
16030,2019/3/23 12:05,A47D6E7E0ABA99556C8B96FD5120F312,电力故障
16031,2019/3/23 12:05,0B97531AA9F3A1BA965E81D44D3ED4CC,电力故障
16032,2019/3/23 12:09,BB4809556F3928616E57823479A12088,电力故障
16033,2019/3/23 12:10,A3118AAD046541846E80A7E3A17E2C4E,电力故障
16034,2019/3/23 12:10,C6EB786F653F23CD07D64FECF30C7A45,电力故障
16035,2019/3/23 12:10,3BBEA9FC813443D87DB6B4B14294B6DE,电力故障
16036,2019/3/23 12:11,4EB63244147EC78836494F2C604B738F,电力故障
16037,2019/3/23 12:21,964865C6FFEB1E197992A9C05F408081,电力故障
16038,2019/3/23 12:22,B98A9CE57C4042C69B41ACDB9516D8F1,硬件故障
16039,2019/3/23 12:32,3EBB581FB751A353DFA5BAB9C17F0DB7,电力故障
16040,2019/3/23 12:35,3173C9BBE72E726EDBD508E97F7EF5F8,电力故障
16041,2019/3/23 12:37,30AA328CBCE5377A1578108F4B12483F,电力故障
16042,2019/3/23 12:48,2B4929DC1B67B29B0EED9BD187523AA5,电力故障
16043,2019/3/23 12:59,C24275C2D50E11D6833B27DC3A81B58D,电力故障
16044,2019/3/23 13:07,5D51FDE5D99FCF0B054F5E5251412BC5,传输故障
16045,2019/3/23 13:07,7C03084BB6002A482DC92E6811E3F929,传输故障
16046,2019/3/23 13:07,5D51FDE5D99FCF0B054F5E5251412BC5,传输故障
16047,2019/3/23 13:07,6DAECFC9C9CB94F67DE23619537D3DAC,电力故障
16048,2019/3/23 13:13,7621B8A70EBAB9BC96FD2ECAE51D35AD,软件故障
16049,2019/3/23 13:13,9D257E7757B72083894A2CCCAF2B862D,电力故障
16050,2019/3/23 13:17,9AD1E5AFBEA6B222AC98075A13DB6313,电力故障
16051,2019/3/23 13:17,1702AE771E3D22A3D355219386A62F83,电力故障
16052,2019/3/23 13:17,3E270B99189B6303173E0D65D6470699,电力故障
16053,2019/3/23 13:17,488CDC146446C581F1905FD3A46709BD,电力故障
16054,2019/3/23 13:17,CCF2FE080270456900D5E6BEC77E4FE9,传输故障
16055,2019/3/23 13:18,E3D529CE82918456AB967985F0C5805F,电力故障
16056,2019/3/23 13:18,9AD1E5AFBEA6B222AC98075A13DB6313,电力故障
16057,2019/3/23 13:18,4169995725BCA9567C5366121A30D2D9,电力故障
16058,2019/3/23 13:18,68C136E1E67ECB8B4A15BD52A8EF6366,电力故障
16059,2019/3/23 13:28,542E4654C7EE4E40011A0E7C6F679FD9,电力故障
16060,2019/3/23 13:28,8CA0356255AEB5E72054B15D40D4066A,硬件故障
16061,2019/3/23 13:41,999C373F9B49662217B4A67865DA0410,电力故障
16062,2019/3/23 13:53,6A625667DA7EC6EB64F9D184655EA9FF,硬件故障
16063,2019/3/23 13:54,CA6EF3FB14CE16BC39F6B4A60746D576,硬件故障
16064,2019/3/23 13:54,CA6EF3FB14CE16BC39F6B4A60746D576,硬件故障
16065,2019/3/23 13:56,19C1CAAC16B2178E3FB776DE439552D2,电力故障
16066,2019/3/23 14:01,B98A9CE57C4042C69B41ACDB9516D8F1,电力故障
16067,2019/3/23 14:01,26D63F8C4535761190EE375CF97FD3C6,电力故障
16068,2019/3/23 14:08,BFF94C7253F26A9312C9F0A1CCD5B460,电力故障
16069,2019/3/23 14:11,8F0F3626DFC2B4F0B261903B76979A5B,硬件故障
16070,2019/3/23 14:18,9CFDB2CF3082800D9C8B372ADBDE1F1D,电力故障
16071,2019/3/23 14:30,9D73D6CACFBFCD69C53CA8B46A2C0C27,电力故障
16072,2019/3/23 14:41,1194D5E879D7BF6016F676E0967AD7A5,电力故障
16073,2019/3/23 14:41,9C8290AC50ECEFFFC103B581144373E7,电力故障
16074,2019/3/23 14:42,95CB064A47FC86CC7A7B6A2C2174BC1D,电力故障
16075,2019/3/23 14:43,19D2686B652D243DDDB96C123EBE31BD,传输故障
16076,2019/3/23 14:44,D3BDAE973BCD56EF3A9504DF6833AF6A,电力故障
16077,2019/3/23 14:46,1BFC6E8E1F78EEED81AD6ABF206D3CE8,传输故障
16078,2019/3/23 14:49,E0AAF51959C0B518DC693DD01186F054,电力故障
16079,2019/3/23 14:56,1BFC6E8E1F78EEED81AD6ABF206D3CE8,传输故障
16080,2019/3/23 15:02,86859081495C70EDA0F38EA766F26E24,电力故障
16081,2019/3/23 15:02,07A4B2A4429BBB1CA4D252534152295D,电力故障
16082,2019/3/23 15:02,C8C76EDAD7ECC9A9169175D9129E0492,电力故障
16083,2019/3/23 15:02,80052C87BCFBFBAA361A01660ABFE2D3,电力故障
16084,2019/3/23 15:02,A739CA0DEC38EC8C5B18CEA2E36ACE8A,电力故障
16085,2019/3/23 15:02,DA0AF2977A2E6E50166FB6F384137185,电力故障
16086,2019/3/23 15:03,6E9EFB84473E3D07282799103AC3F9B7,电力故障
16087,2019/3/23 15:11,33A30E3900FDA93D1ED0FB850BA7A19D,电力故障
16088,2019/3/23 15:27,79A652E09ACC0191EE6854BB6EE68FE4,电力故障
16089,2019/3/23 15:30,320AA1965859FDAB97533BD2B014D025,电力故障
16090,2019/3/23 15:30,95CB064A47FC86CC7A7B6A2C2174BC1D,电力故障
16091,2019/3/23 15:31,E0AAF51959C0B518DC693DD01186F054,电力故障
16092,2019/3/23 15:45,8F6B159E01B2CEADF156467C34CA7881,硬件故障
